Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
ert-asian-princess-bronze-sculpture,"Erté ""Asian Princess"" Bronze Sculpture","<p>This limited edition bronze sculpture entitled ""Asian Princess"" is by the father of Deco, Erté. Erté was prolific across a number of different endeavors from fashion design to set de...</p><p><strong>Materials:</strong> Bronze</p>",Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,"Asian, Bronze",TRUE,Title,Default Title,,,,,ANT-SCULPTURE-100,15000,shopify,1,deny,manual,9400,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/158/XXX_8899_1303927123_1-01.jpg?width=2000&quality=90,1,"Erté ""Asian Princess"" Bronze Sculpture",FALSE,"Erté ""Asian Princess"" Bronze Sculpture | Antique Furniture Co.","This limited edition bronze sculpture entitled ""Asian Princess"" is by the father of Deco, Erté. Erté was prolific across a number of different endeavors fr",Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
thistle-amp-rose-scots-english-pillow,Thistle &amp; Rose Scots English Pillow,<p>Forest green velvet pillow with old tapestry strip of scottish thistle and English rose has an olive fringe edge.</p><p><strong>Materials:</strong> Tapestry</p><p><strong>Category:</strong> Antique 19th Century British Pillows and Throws</p>,Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,"19th Century, Antique, English, Tapestry",TRUE,Title,Default Title,,,,,ANT-TEXTILE-101,5000,shopify,1,deny,manual,420,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_12/Pillow1c1280/XXX_Pillow1c1280-01.jpg?width=2000&quality=90,1,Thistle &amp; Rose Scots English Pillow,FALSE,Thistle &amp; Rose Scots English Pillow | Antique Furniture Co.,Forest green velvet pillow with old tapestry strip of scottish thistle and English rose has an olive fringe edge.,Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-ornate-cast-bronze-frames-with-cherib-and-goddess-motif,Pair Of Ornate Cast Bronze Frames With Cherib and Goddess Motif,<p>This exquisite pair of cast bronze frames sit on easel bases. They are topped by two crowned sirens with flowing windswept hair that gets artfully weaved into the late baroque frame ...</p><p><strong>Materials:</strong> Bronze</p><p><strong>Category:</strong> Antique 19th Century French Furniture</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French, Bronze, Ornate",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-102,5000,shopify,1,deny,manual,440,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/219/8899_1314741701_2.jpg?width=2000&quality=90,1,Pair Of Ornate Cast Bronze Frames With Cherib and Goddess Motif,FALSE,Pair Of Ornate Cast Bronze Frames With Cherib and  | Antique Furniture Co.,This exquisite pair of cast bronze frames sit on easel bases. They are topped by two crowned sirens with flowing windswept hair that gets artfully weaved i,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-ornate-cast-bronze-frames-with-cherib-and-goddess-motif,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/219/XXX_8899_1314741701_1.jpg?width=2000&quality=90,2,Pair Of Ornate Cast Bronze Frames With Cherib and Goddess Motif - Image 2,,,,,,,,,,,,,,,,,,,,
pair-of-ornate-cast-bronze-frames-with-cherib-and-goddess-motif,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/219/XXX_8899_1314741701_1-01.jpg?width=2000&quality=90,3,Pair Of Ornate Cast Bronze Frames With Cherib and Goddess Motif - Image 3,,,,,,,,,,,,,,,,,,,,
american-victorian-copper-plant-stand-with-fleur-de-lis,American Victorian Copper Plant Stand With Fleur De lis,"<p>This beautiful Victorian American plant stand features a stylized fleur de lis cast decoration on both the front and the back of the stand. Rich in history and legendary, the Fleur d...</p><p><strong>Category:</strong> American Garden Ornaments</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,Victorian,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-103,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/254/XXX_8899_1319825994_1.jpg?width=2000&quality=90,1,American Victorian Copper Plant Stand With Fleur De lis,FALSE,American Victorian Copper Plant Stand With Fleur D | Antique Furniture Co.,This beautiful Victorian American plant stand features a stylized fleur de lis cast decoration on both the front and the back of the stand. Rich in history,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-jerry-garcia-and-miles-davis-silk-collectors-neckties,Pair of  Jerry Garcia and Miles Davis Silk Collectors Neckties,"<p>This beautiful pair of abstract ties celebrate two great American musicians. The Jerry Garcia Necktie is made of silk and features an abstract design in blue and green, orange and ye...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> 20th Century American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, Silk",TRUE,Title,Default Title,,,,,ANT-JEWELRY-104,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/344/XXX_8899_1338346090_1-01.jpg?width=2000&quality=90,1,Pair of  Jerry Garcia and Miles Davis Silk Collectors Neckties,FALSE,Pair of  Jerry Garcia and Miles Davis Silk Collect | Antique Furniture Co.,This beautiful pair of abstract ties celebrate two great American musicians. The Jerry Garcia Necktie is made of silk and features an abstract design in bl,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
collection-of-three-mid-century-bow-ties,Collection of Three Mid Century Bow Ties,"<p>This collection of three mid-century bow ties features one butterfly bow tie with wide wings, one oversized butterfly bow tie and one narrow bow tie. The first bow tie features a mad...</p><p><strong>Materials:</strong> Silk</p><p><strong>Category:</strong> Vintage 1950s American Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,Silk,TRUE,Title,Default Title,,,,,ANT-JEWELRY-105,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/342/8899_1338339483_2.jpg?width=2000&quality=90,1,Collection of Three Mid Century Bow Ties,FALSE,Collection of Three Mid Century Bow Ties | Antique Furniture Co.,"This collection of three mid-century bow ties features one butterfly bow tie with wide wings, one oversized butterfly bow tie and one narrow bow tie. The f",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
collection-of-three-mid-century-bow-ties,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/342/XXX_8899_1338339483_1.jpg?width=2000&quality=90,2,Collection of Three Mid Century Bow Ties - Image 2,,,,,,,,,,,,,,,,,,,,
collection-of-three-mid-century-bow-ties,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/342/XXX_8899_1338339483_1-01.jpg?width=2000&quality=90,3,Collection of Three Mid Century Bow Ties - Image 3,,,,,,,,,,,,,,,,,,,,
collection-of-three-early-1950-s-skinny-neckties,Collection of Three Early 1950's Skinny Neckties,<p>This collection of mid century skinny ties are fit to be tied. The first necktie is done in a paisley print in yellow ocher and sea blue it was made in Italy and composed of 100% sil...</p><p><strong>Category:</strong> Vintage 1950s Collectible Jewelry</p>,Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,,TRUE,Title,Default Title,,,,,ANT-JEWELRY-106,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/345/XXX_8899_1338349034_1-01.jpg?width=2000&quality=90,1,Collection of Three Early 1950's Skinny Neckties,FALSE,Collection of Three Early 1950's Skinny Neckties | Antique Furniture Co.,This collection of mid century skinny ties are fit to be tied. The first necktie is done in a paisley print in yellow ocher and sea blue it was made in Ita,Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
louis-xv-style-occasional-table,Louis XV Style Occasional Table,"<p>This mid century Louis the XV style occasional table with french white paint over carved wood base, with shaped Marble Top, with highly figured fossil bearing pink marble.</p><p><strong>Materials:</strong> Wood</p><p><strong>Category:</strong> Vintage 1960s American End Tables</p>",Antique Furniture Co.,Furniture > Tables,Table,"Wood, Louis",TRUE,Title,Default Title,,,,,ANT-TABLE-107,25000,shopify,1,deny,manual,950,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/314/XXX_8899_1332817330_1.jpg?width=2000&quality=90,1,Louis XV Style Occasional Table,FALSE,Louis XV Style Occasional Table | Antique Furniture Co.,"This mid century Louis the XV style occasional table with french white paint over carved wood base, with shaped Marble Top, with highly figured fossil bear",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
hns-gold-collar-pin,HNS Gold Collar Pin,<p>Artfully designed gold collar pin with girl's profile and engraving.</p><p><strong>Category:</strong> Vintage 1930s American Children's Furniture</p>,Antique Furniture Co.,Home & Garden > Decor,Decorative Object,,TRUE,Title,Default Title,,,,,ANT-DECORATIVE-108,5000,shopify,1,deny,manual,1000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/380/XXX_8899_1346447423_1-01.jpg?width=2000&quality=90,1,HNS Gold Collar Pin,FALSE,HNS Gold Collar Pin | Antique Furniture Co.,Artfully designed gold collar pin with girl's profile and engraving.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
exquisite-gem-amp-rhinestone-brooch,Exquisite Gem &amp; Rhinestone Brooch,"<p>From a beautiful costume jewelry estate collection, this piece is rich in color and glitters with its autumn-toned variety of semi-precious gems and rhinestones.</p><p><strong>Materials:</strong> Topaz, Citrine, Gold Plate</p><p><strong>Category:</strong> 20th Century French Collectible Jewelry</p>",Antique Furniture Co.,Apparel & Accessories > Jewelry,Jewelry,"20th Century, French, Topaz, Citrine, Gold Plate",TRUE,Title,Default Title,,,,,ANT-JEWELRY-109,5000,shopify,1,deny,manual,290,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/104/XXX_8899_1289680751-01.jpg?width=2000&quality=90,1,Exquisite Gem &amp; Rhinestone Brooch,FALSE,Exquisite Gem &amp; Rhinestone Brooch | Antique Furniture Co.,"From a beautiful costume jewelry estate collection, this piece is rich in color and glitters with its autumn-toned variety of semi-precious gems and rhines",Apparel & Accessories > Jewelry,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
etching-by-lante-engraving-by-gatine-94-costume-d-etrepagny,"Etching by Lante Engraving by Gatine ""#94 Costume d'Etrepagny""","<p>Hand colored etching by Louis Marie Lante, Engraving by George's Jaques Gatine , #94 Costume d'Etrepagny, circa 1830.</p><p><strong>Category:</strong> Antique 19th Century French Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-110,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/247/10_14/org_costume_no_94/Costume_No_94_s.jpg?width=2000&quality=90,1,"Etching by Lante Engraving by Gatine ""#94 Costume d'Etrepagny""",FALSE,"Etching by Lante Engraving by Gatine ""#94 Costume  | Antique Furniture Co.","Hand colored etching by Louis Marie Lante, Engraving by George's Jaques Gatine , #94 Costume d'Etrepagny, circa 1830.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chippendale-mahogany-bachelors-chest,Chippendale Mahogany Bachelors Chest,"<p>British, 18th century with four dove-tailed drawers, with pull-out at top, oak secondary woods, original bracket feet. Nice Chippendale brasses with brass key escutcheons.</p><p><strong>Materials:</strong> Brass</p><p><strong>Category:</strong> Antique 18th Century and Earlier British Chippendale Commodes and Chests...</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-111,5000,shopify,1,deny,manual,6800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/chest_drawers5/Chest_Drawers5_l.jpg?width=2000&quality=90,1,Chippendale Mahogany Bachelors Chest,FALSE,Chippendale Mahogany Bachelors Chest | Antique Furniture Co.,"British, 18th century with four dove-tailed drawers, with pull-out at top, oak secondary woods, original bracket feet. Nice Chippendale brasses with brass ",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
chippendale-mahogany-bachelors-chest,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/984172/ORG_984172.jpg?width=2000&quality=90,2,Chippendale Mahogany Bachelors Chest - Image 2,,,,,,,,,,,,,,,,,,,,
french-oak-wedding-armoire,French Oak Wedding Armoire,<p>This wedding armoire is hand carved with detailing that reflects symbols of wealth and prosperity. Traditionally the armoire was hand built and carved by the father of the bride-to-b...</p><p><strong>Category:</strong> Antique 19th Century French Wardrobes and Armoires</p>,Antique Furniture Co.,Furniture > Cabinets & Storage,Cabinet,"19th Century, Antique, French",TRUE,Title,Default Title,,,,,ANT-CABINET-112,50000,shopify,1,deny,manual,8200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesD/upload/8899/4/8899_1269556031_1_1.jpg?width=2000&quality=90,1,French Oak Wedding Armoire,FALSE,French Oak Wedding Armoire | Antique Furniture Co.,This wedding armoire is hand carved with detailing that reflects symbols of wealth and prosperity. Traditionally the armoire was hand built and carved by t,Furniture > Cabinets & Storage,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
classic-roman-marble-fireplace,Classic Roman Marble Fireplace,"<p>Solid marble with brass fixtures.</p><p><strong>Materials:</strong> Marble, Bronze, Brass, Metal</p><p><strong>Category:</strong> Antique 18th Century and Earlier Italian Fireplaces and Mantels</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Antique, 18th Century, Italian, Marble, Bronze, Brass, Metal",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-113,5000,shopify,1,deny,manual,22400,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/04_13/fireplace2/fireplace2_l.jpg?width=2000&quality=90,1,Classic Roman Marble Fireplace,FALSE,Classic Roman Marble Fireplace | Antique Furniture Co.,Solid marble with brass fixtures.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
classic-roman-marble-fireplace,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/04_13/fireplace1/ORG_fireplace1.jpg?width=2000&quality=90,2,Classic Roman Marble Fireplace - Image 2,,,,,,,,,,,,,,,,,,,,
