Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
brass-table-lamp-with-silk-shade,Brass Table Lamp with Silk Shade,"<p>Unusual brass candlestick lamp on stepped pyramid square base with classical x motifs embossed on satin finished brass. Elaborate pagoda shaped silk shade with contrast trim and rouc...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s American Table Lamps</p>",Antique Furniture Co.,Furniture > Tables,Table,,TRUE,Title,Default Title,,,,,ANT-TABLE-094,25000,shopify,1,deny,manual,2560,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039550/1039550_l_s.jpg?width=2000&quality=90,1,Brass Table Lamp with Silk Shade,FALSE,Brass Table Lamp with Silk Shade | Antique Furniture Co.,Unusual brass candlestick lamp on stepped pyramid square base with classical x motifs embossed on satin finished brass. Elaborate pagoda shaped silk shade ,Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
square-stained-glass-windows,Square Stained Glass Windows,"<p>Square stained glass cupboard window. Salmon gold and clear colored windows among leaded glass linear designs.</p><p><strong>Materials:</strong> Glass, Oak, Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Glass, Oak, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-095,5000,shopify,1,deny,manual,3500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170242/ORG_1170242.jpeg?width=2000&quality=90,1,Square Stained Glass Windows,FALSE,Square Stained Glass Windows | Antique Furniture Co.,Square stained glass cupboard window. Salmon gold and clear colored windows among leaded glass linear designs.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
tole-leaf-beaded-floor-lamp,Tole Leaf Beaded Floor Lamp,"<p>A twisted column of gold finished tole leaves and faceted crystal beads on a cast metal square base with egg and dart detail, and melon shaped candle socket at top, mid century style...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century American Floor Lamps</p>",Antique Furniture Co.,Home & Garden > Lighting,Lighting,20th Century,TRUE,Title,Default Title,,,,,ANT-LIGHTING-096,5000,shopify,1,deny,manual,1520,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039544/1039544_l_s.jpg?width=2000&quality=90,1,Tole Leaf Beaded Floor Lamp,FALSE,Tole Leaf Beaded Floor Lamp | Antique Furniture Co.,"A twisted column of gold finished tole leaves and faceted crystal beads on a cast metal square base with egg and dart detail, and melon shaped candle socke",Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
turn-of-century-triptych-stained-glass-windows,Turn of Century Triptych Stained Glass Windows,"<p>Early Arts and Crafts, oak framed trio of leaded stained glass windows.</p><p><strong>Materials:</strong> Lead</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Lead",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-097,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170254/ORG_1170254.jpeg?width=2000&quality=90,1,Turn of Century Triptych Stained Glass Windows,FALSE,Turn of Century Triptych Stained Glass Windows | Antique Furniture Co.,"Early Arts and Crafts, oak framed trio of leaded stained glass windows.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
art-deco-stained-glass-oak-framed-window,Art Deco Stained Glass Oak-Framed Window,"<p>Arrow and cross design leaded stained glass in shades of pink, emerald, orange and clear framed in oak.</p><p><strong>Materials:</strong> Glass, Oak, Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Art Deco, 20th Century, Glass, Oak, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-098,5000,shopify,1,deny,manual,3500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170240/ORG_1170240.jpeg?width=2000&quality=90,1,Art Deco Stained Glass Oak-Framed Window,FALSE,Art Deco Stained Glass Oak-Framed Window | Antique Furniture Co.,"Arrow and cross design leaded stained glass in shades of pink, emerald, orange and clear framed in oak.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
marble-table-lamp,Marble Table Lamp,"<p>Balluster turned Rouge Royale marble table lamp on a stepped base, new silk shade and custom finial.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century French Table Lamps</p>",Antique Furniture Co.,Furniture > Tables,Table,"20th Century, French",TRUE,Title,Default Title,,,,,ANT-TABLE-099,25000,shopify,1,deny,manual,2200,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039556/1039556_l_s.jpg?width=2000&quality=90,1,Marble Table Lamp,FALSE,Marble Table Lamp | Antique Furniture Co.,"Balluster turned Rouge Royale marble table lamp on a stepped base, new silk shade and custom finial.",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
reeded-brass-floor-lamp,Reeded Brass Floor Lamp,"<p>Reeded brass floor lamp with acanthus leaf details dividing the shaft, on a round base with an insert of faux porphyry, finely chased border on three paw feet, new box pleated taupe ...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Floor Lamps</p>",Antique Furniture Co.,Home & Garden > Lighting,Lighting,20th Century,TRUE,Title,Default Title,,,,,ANT-LIGHTING-100,5000,shopify,1,deny,manual,2800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039552/ORG_1039552.jpg?width=2000&quality=90,1,Reeded Brass Floor Lamp,FALSE,Reeded Brass Floor Lamp | Antique Furniture Co.,"Reeded brass floor lamp with acanthus leaf details dividing the shaft, on a round base with an insert of faux porphyry, finely chased border on three paw f",Home & Garden > Lighting,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
sunflower-needlepoint-pillows,Sunflower Needlepoint Pillows,"<p>Beautiful pair with salmon pinstripe wool needlepoint and sunflower brocade trimmed with wool turned piping and florentine tassels. Silk backing. custom-made for estate by designer.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1970s American Pillows and Throws</p>",Antique Furniture Co.,Home & Garden > Decor > Throw Pillows,Textile,,TRUE,Title,Default Title,,,,,ANT-TEXTILE-101,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/09_15/img_0699/IMG_0699_l.jpeg?width=2000&quality=90,1,Sunflower Needlepoint Pillows,FALSE,Sunflower Needlepoint Pillows | Antique Furniture Co.,Beautiful pair with salmon pinstripe wool needlepoint and sunflower brocade trimmed with wool turned piping and florentine tassels. Silk backing. custom-ma,Home & Garden > Decor > Throw Pillows,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
sunflower-needlepoint-pillows,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/13_15/1901502/ORG_1901502.jpeg?width=2000&quality=90,2,Sunflower Needlepoint Pillows - Image 2,,,,,,,,,,,,,,,,,,,,
sunflower-needlepoint-pillows,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/13_15/1901502/1901502_l_s.jpeg?width=2000&quality=90,3,Sunflower Needlepoint Pillows - Image 3,,,,,,,,,,,,,,,,,,,,
twin-deco-stained-glass,Twin Deco Stained Glass,"<p>Twin deco stained glass with gold and clear toned glass panels among parallel leaded designs.</p><p><strong>Materials:</strong> Glass, Oak, Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Glass, Oak, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-102,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170246/ORG_1170246.jpeg?width=2000&quality=90,1,Twin Deco Stained Glass,FALSE,Twin Deco Stained Glass | Antique Furniture Co.,Twin deco stained glass with gold and clear toned glass panels among parallel leaded designs.,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-art-deco-stained-glass-windows,Pair of Art Deco Stained Glass Windows,"<p>Oak framed, leaded, stained glass windows in shades of emerald, orange and clear in tulip designs.</p><p><strong>Materials:</strong> Glass, Oak, Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Art Deco, 20th Century, Glass, Oak, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-103,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170232/ORG_1170232.jpeg?width=2000&quality=90,1,Pair of Art Deco Stained Glass Windows,FALSE,Pair of Art Deco Stained Glass Windows | Antique Furniture Co.,"Oak framed, leaded, stained glass windows in shades of emerald, orange and clear in tulip designs.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
pair-of-art-deco-stained-glass-windows,Pair of Art Deco Stained Glass Windows,"<p>Oak framed, orange, olive, pink and clear shades of stained glass are set in lead formed tulip and triangle designs.</p><p><strong>Materials:</strong> Glass, Oak, Stained Glass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Windows</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"Art Deco, 20th Century, Glass, Oak, Stained Glass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-104,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/23_14/1170238/ORG_1170238.jpeg?width=2000&quality=90,1,Pair of Art Deco Stained Glass Windows,FALSE,Pair of Art Deco Stained Glass Windows | Antique Furniture Co.,"Oak framed, orange, olive, pink and clear shades of stained glass are set in lead formed tulip and triangle designs.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
aubusson-style-hand-knotted-rug,Aubusson Style Hand-Knotted Rug,"<p>Hand-knotted rug with roses and acanthus leaves. Beautiful tan, taupe, rose colors with a light tan striped border. Spindle-framed floral has Victorian flair.</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century English Early Victorian Tapestries</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Victorian, 20th Century, English, Wool",TRUE,Title,Default Title,,,,,ANT-RUG-105,5000,shopify,1,deny,manual,2560,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/f_8899/f_2948882/rose_tapestry_1462290265512_s.jpg?width=2000&quality=90,1,Aubusson Style Hand-Knotted Rug,FALSE,Aubusson Style Hand-Knotted Rug | Antique Furniture Co.,"Hand-knotted rug with roses and acanthus leaves. Beautiful tan, taupe, rose colors with a light tan striped border. Spindle-framed floral has Victorian fla",Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
antique-kilim,Antique Kilim,"<p>Antique Kilim of Afghan origin</p><p><strong>Materials:</strong> Wool</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century Asian Kilim Turkish Rugs</p>",Antique Furniture Co.,Home & Garden > Decor > Rugs,Rug,"Asian, 20th Century, Antique, Wool",TRUE,Title,Default Title,,,,,ANT-RUG-106,5000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/1722654/f_2077752/Killam_Rug_ocs1_org_s.jpg?width=2000&quality=90,1,Antique Kilim,FALSE,Antique Kilim | Antique Furniture Co.,Antique Kilim of Afghan origin,Home & Garden > Decor > Rugs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
latine-engraving-marchande-de-poisson-a-dieppe,Latine Engraving Marchande De Poisson a Dieppe,"<p>Engraving #71 Marchande De Poisson a Dieppe, circa 1830.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century French Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-107,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/247/10_14/org_costume_no_71/ORG_ORG_Costume_No_71.jpg?width=2000&quality=90,1,Latine Engraving Marchande De Poisson a Dieppe,FALSE,Latine Engraving Marchande De Poisson a Dieppe | Antique Furniture Co.,"Engraving #71 Marchande De Poisson a Dieppe, circa 1830.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
latine-engraving-marchande-de-poisson-a-dieppe,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/247/10_14/org_costume_no_71/Costume_No_71_s.jpg?width=2000&quality=90,2,Latine Engraving Marchande De Poisson a Dieppe - Image 2,,,,,,,,,,,,,,,,,,,,
latine-engraving-95-costume-d-alencon,Latine Engraving #95 Costume d'Alencon,"<p>Engraving #95 costume d'Alencon, circa 1830.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century French Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-108,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/247/10_14/org_costume_no_95/Costume_No_95_s.jpg?width=2000&quality=90,1,Latine Engraving #95 Costume d'Alencon,FALSE,Latine Engraving #95 Costume d'Alencon | Antique Furniture Co.,"Engraving #95 costume d'Alencon, circa 1830.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
latine-engraving-73-femme-du-polet-a-dieppe-en-habit-de-fete,"Latine Engraving #73 Femme Du Polet, a Dieppe, En Habit De Fete","<p>Engraving #73 Femme Du Polet, a Dieppe, En habit De Fete, circa 1830.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Antique 19th Century French Paintings</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"19th Century, Antique, French",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-109,5000,shopify,1,deny,manual,500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/247/10_14/org_costume_no_73/Costume_No_73_s.jpg?width=2000&quality=90,1,"Latine Engraving #73 Femme Du Polet, a Dieppe, En Habit De Fete",FALSE,"Latine Engraving #73 Femme Du Polet, a Dieppe, En  | Antique Furniture Co.","Engraving #73 Femme Du Polet, a Dieppe, En habit De Fete, circa 1830.",Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
bronze-sculptured-athenian-scribe-on-variegated-agate-pen-tray,Bronze Sculptured Athenian Scribe on Variegated Agate Pen Tray,"<p>Bronze sculpted figure Athena, Goddess of Wisdom, is seated with two scrolls, one in hand the other placed upon nearby column, is classically dressed in robe with empire bow and hair...</p><p><strong>Materials:</strong> Bronze</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Italian Classical Greek Desk Accessories</p>",Antique Furniture Co.,Home & Garden > Decor > Artwork > Sculptures & Statues,Sculpture,"20th Century, Italian, Bronze",TRUE,Title,Default Title,,,,,ANT-SCULPTURE-110,15000,shopify,1,deny,manual,3800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/scholor2/scholor2_l.jpg?width=2000&quality=90,1,Bronze Sculptured Athenian Scribe on Variegated Agate Pen Tray,FALSE,Bronze Sculptured Athenian Scribe on Variegated Ag | Antique Furniture Co.,"Bronze sculpted figure Athena, Goddess of Wisdom, is seated with two scrolls, one in hand the other placed upon nearby column, is classically dressed in ro",Home & Garden > Decor > Artwork > Sculptures & Statues,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
bronze-sculptured-athenian-scribe-on-variegated-agate-pen-tray,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6251/ORG_ORG__P9Y6251.jpg?width=2000&quality=90,2,Bronze Sculptured Athenian Scribe on Variegated Agate Pen Tray - Image 2,,,,,,,,,,,,,,,,,,,,
bronze-sculptured-athenian-scribe-on-variegated-agate-pen-tray,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6251/_P9Y6251_l_s.jpg?width=2000&quality=90,3,Bronze Sculptured Athenian Scribe on Variegated Agate Pen Tray - Image 3,,,,,,,,,,,,,,,,,,,,
1940s-bouillotte-style-table-lamp,1940s Bouillotte Style Table Lamp,"<p>Great 1940s Table Lamp, Bouillotte shape with three brass collared enamel candles on a trefoil base with on/off switch on base. New cream colored raw silk shade with large brass finial.</p><p><strong>Materials:</strong> Brass, Metal</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s American Revival Table Lamps</p>",Antique Furniture Co.,Furniture > Tables,Table,"Brass, Metal",TRUE,Title,Default Title,,,,,ANT-TABLE-111,25000,shopify,1,deny,manual,1800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/14_14/1103298/1103298_l_s.jpg?width=2000&quality=90,1,1940s Bouillotte Style Table Lamp,FALSE,1940s Bouillotte Style Table Lamp | Antique Furniture Co.,"Great 1940s Table Lamp, Bouillotte shape with three brass collared enamel candles on a trefoil base with on/off switch on base. New cream colored raw silk ",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
wedgewood-fairyland-lustre-bowl,Wedgewood Fairyland Lustre Bowl,"<p>This gorgeous Wedgewood piece with a mother of pearl interior is enveloped by a powerful golden dragon set against a mottled red exterior. A signature piece, this classic English Wed...</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century English Decorative Bowls</p>",Antique Furniture Co.,Home & Garden > Decor > Vases,Decorative Vessel,"20th Century, English",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-112,5000,shopify,1,deny,manual,2240,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/40_13/org__p9y6786/_P9Y6786_l_s.jpg?width=2000&quality=90,1,Wedgewood Fairyland Lustre Bowl,FALSE,Wedgewood Fairyland Lustre Bowl | Antique Furniture Co.,This gorgeous Wedgewood piece with a mother of pearl interior is enveloped by a powerful golden dragon set against a mottled red exterior. A signature piec,Home & Garden > Decor > Vases,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
overscale-contemporary-lips-scuplture,Overscale Contemporary Lips Scuplture,"<p>Mid Century Style Composite sculpture sits atop a highly polished brass base. Something about the lips...</p><p><strong>Materials:</strong> Brass</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century American Sculptures</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Brass",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-113,5000,shopify,1,deny,manual,3000,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/364/8899_1343871436_2.jpg?width=2000&quality=90,1,Overscale Contemporary Lips Scuplture,FALSE,Overscale Contemporary Lips Scuplture | Antique Furniture Co.,Mid Century Style Composite sculpture sits atop a highly polished brass base. Something about the lips...,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
overscale-contemporary-lips-scuplture,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/362/XXX_8899_1343829748_1.jpg?width=2000&quality=90,2,Overscale Contemporary Lips Scuplture - Image 2,,,,,,,,,,,,,,,,,,,,
overscale-contemporary-lips-scuplture,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/362/XXX_8899_1343829748_1-01.jpg?width=2000&quality=90,3,Overscale Contemporary Lips Scuplture - Image 3,,,,,,,,,,,,,,,,,,,,
rue-blondel-no-2-reginald-marsh-lithograph,"""Rue Blondel, No. 2"" Reginald Marsh Lithograph","<p>This signed lithograph on paper by Reginald Marsh from the year 1928 depicts a bawdy brothel scene with piano player and naked dancing and seated figures. Quite the conversation piec...</p><p><strong>Materials:</strong> Paper</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century American Prints</p>",Antique Furniture Co.,Home & Garden > Decor,Decorative Object,"20th Century, Paper",TRUE,Title,Default Title,,,,,ANT-DECORATIVE-114,5000,shopify,1,deny,manual,2800,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/49_13/984168/984168_l_s.jpg?width=2000&quality=90,1,"""Rue Blondel, No. 2"" Reginald Marsh Lithograph",FALSE,"""Rue Blondel, No. 2"" Reginald Marsh Lithograph | Antique Furniture Co.",This signed lithograph on paper by Reginald Marsh from the year 1928 depicts a bawdy brothel scene with piano player and naked dancing and seated figures. ,Home & Garden > Decor,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
elegant-jacobean-style-mahogany-armchair,Elegant Jacobean Style Mahogany Armchair,"<p>Jacobean carved mahogany swooped-arms armchair with cabriole legs, brass nailhead trim with a burshed satin peach fabric.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Early 20th Century English Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"20th Century, English, Elegant",TRUE,Title,Default Title,,,,,ANT-CHAIR-115,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/372/8899_1346102615_1_1-01.jpg?width=2000&quality=90,1,Elegant Jacobean Style Mahogany Armchair,FALSE,Elegant Jacobean Style Mahogany Armchair | Antique Furniture Co.,"Jacobean carved mahogany swooped-arms armchair with cabriole legs, brass nailhead trim with a burshed satin peach fabric.",Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-country-armchair,French Country Armchair,"<p>French country armchair with straw seat.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> Vintage 1940s French Armchairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,French,TRUE,Title,Default Title,,,,,ANT-CHAIR-116,10000,shopify,1,deny,manual,0,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/20_14/oak_wicker_chair2/Oak_Wicker_chair2_l.jpeg?width=2000&quality=90,1,French Country Armchair,FALSE,French Country Armchair | Antique Furniture Co.,French country armchair with straw seat.,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
french-country-armchair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/18_14/1138686/1138686/1138686_l.jpg?width=2000&quality=90,2,French Country Armchair - Image 2,,,,,,,,,,,,,,,,,,,,
french-country-armchair,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/18_14/1138686/1138686/1138686_l_s.jpg?width=2000&quality=90,3,French Country Armchair - Image 3,,,,,,,,,,,,,,,,,,,,
queen-anne-style-gilt-amp-black-lacquer-mirror,Queen Anne Style Gilt &amp; Black Lacquer Mirror,"<p>Stylish Classical Queen Anne framed, nicely shaped, beveled mirror with shell shaped crest, bell flowers and foliate carvings. Black lacquer and gold leaf.</p><p><strong>Materials:</strong> Gold Leaf</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century Unknown Queen Anne Mantel Mirrors and Fireplace Mirrors</p>",Antique Furniture Co.,Home & Garden > Decor > Mirrors,Mirror,"20th Century, Gold Leaf",TRUE,Title,Default Title,,,,,ANT-MIRROR-117,5000,shopify,1,deny,manual,4500,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/17_13/black_gold_mirror/XXX_Black_gold_Mirror_1-01.jpg?width=2000&quality=90,1,Queen Anne Style Gilt &amp; Black Lacquer Mirror,FALSE,Queen Anne Style Gilt &amp; Black Lacquer Mirror | Antique Furniture Co.,"Stylish Classical Queen Anne framed, nicely shaped, beveled mirror with shell shaped crest, bell flowers and foliate carvings. Black lacquer and gold leaf.",Home & Garden > Decor > Mirrors,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
caneback-pierre-deaux-chair-with-double-welt,Caneback Pierre Deaux Chair with Double Welt,"<p>Beautiful yellow french country caneback chair with dark stained rubbed finished frame and cabriole legs. Double welt on checked print fabric. Perfect for a ladies desk, kitchen desk...</p><p><strong>Materials:</strong> Cane</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century French Side Chairs</p>",Antique Furniture Co.,Furniture > Chairs,Chair,"20th Century, French, Cane",TRUE,Title,Default Title,,,,,ANT-CHAIR-118,10000,shopify,1,deny,manual,1960,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/368/XXX_8899_1346102467_1-01.jpg?width=2000&quality=90,1,Caneback Pierre Deaux Chair with Double Welt,FALSE,Caneback Pierre Deaux Chair with Double Welt | Antique Furniture Co.,Beautiful yellow french country caneback chair with dark stained rubbed finished frame and cabriole legs. Double welt on checked print fabric. Perfect for ,Furniture > Chairs,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
gold-palm-tree-table-lamp,Gold Palm Tree Table Lamp,"<p>Finely detailed cast palm tree lamp with gold leaf finish, elaborately shaped new silk shade and matching palm frond finial.</p><p><strong>Location:</strong> Asheville, NC</p><p><strong>Category:</strong> 20th Century American Regency Table Lamps</p>",Antique Furniture Co.,Furniture > Tables,Table,20th Century,TRUE,Title,Default Title,,,,,ANT-TABLE-119,25000,shopify,1,deny,manual,1760,,TRUE,TRUE,,https://a.1stdibscdn.com/archivesE/upload/8899/05_14/brass_palm_tree_1/brass_palm_tree_1_l.jpg?width=2000&quality=90,1,Gold Palm Tree Table Lamp,FALSE,Gold Palm Tree Table Lamp | Antique Furniture Co.,"Finely detailed cast palm tree lamp with gold leaf finish, elaborately shaped new silk shade and matching palm frond finial.",Furniture > Tables,,,,used,TRUE,,lb,,,TRUE,,,FALSE,,,active
gold-palm-tree-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039554/ORG_1039554.jpg?width=2000&quality=90,2,Gold Palm Tree Table Lamp - Image 2,,,,,,,,,,,,,,,,,,,,
gold-palm-tree-table-lamp,,,,,,,,,,,,,,,,,,,,,,,,,https://a.1stdibscdn.com/archivesE/upload/8899/06_14/1039554/1039554_l_s.jpg?width=2000&quality=90,3,Gold Palm Tree Table Lamp - Image 3,,,,,,,,,,,,,,,,,,,,
